"","country","population","surface_area","population_density","gross_national_income_atlas_method","gross_national_income_per_capita_atlas_method","purchasing_power_parity_gross_national_income","PPP Income per cap","gross_domestic_product"," GDP growth per cap "," Share of Income (<20%)"," Child malnutrition (%)","maternal_mortality_ratio","under_five_mortality_rate"," HIV (per 1000)"," Tuberculosis (per 100k)"," Road Mortality (per 100k)","primary_completion_rate"," Male employment (%)"," Female employment (%)","labor_productivity"," Pop. Access Water (%)"," Pop. Access Sanitary (%)","access_to_electricity","renewable_energy_consumption","expenditures_for_r_d"," Slums Pop.(%)","ambient_pm2_5_air_pollution"," Savings (% of GNI)"," CO2 per cap."," Marine areas (%)","intentional_homicides","internet_use","region_code","region_name","sub_region_code","sub_region_name","iso_alpha3_code"," Developped"
"118","Libya",6.8,1759.5,4,51.8,7640,109,16090,2.5,1,6.49368554503645,38.1,72,12,0.1,40,26,89.9305090116916,0.3,0.8,9.7,47.4192236206649,26.1,70.4,2,1.36151938969639,25.338971743058,52.1,15.8580087299545,9.4,0.3,42.1477292535582,21.8,2,"Africa",15,"Northern Africa","LBY","Developing"
"119","Liechtenstein",0,0.2,237,610.482474596059,37709.6397947212,1003.12122747678,36717.9539337354,1.76932873387593,-0.0729754506426306,5.64645133301833,7.31579050218538,-123.4486077649,6.44353250620914,1.44184123334408,123.565970037731,4.6871440484348,107,-0.462473712279496,-1.47911816808854,0.877480679570982,100,99.7,100,63.1,2.67122320467567,-19.5542066324939,12.1595074311231,23.0516713166649,1.3,11.9,0,99.5,150,"Europe",155,"Western Europe","LIE","Developed"
"120","Lithuania",2.8,65.3,45,52.9,18990,103.2,37010,3.9,4.5,6.3,-1.31056208168854,8,4,0.19,44,8,104,0.6,0.8,2.3,92,91.3,100,29,1,7.54640722806227,11.8,10.3,4.4,17.8,5.9,77.6,150,"Europe",154,"Northern Europe","LTU","Developed"
"121","Low income",668.5,12870.1,52,529.3,792,1641.6,2456,3.9,1.2,10.7991615346466,34.1,455,68,0.96,206,28,65,17.4,42.6,1.6,26.7,22.120725363574,40.7,76.2,-0.830870889513098,68.4,42.5,1.7,0.3,12.9,7.2,16.3,NA,NA,NA,NA,NA,NA
"122","Lower middle income",2913.4,22578.8,131,6378.6,2189,19790.1,6793,4.4,2.9,21.6418629603478,30.1,265,49,6.19982003015328,220,21,89,8.2,26,4.2,53.7,55.4219159610969,84.6,40.6,0.6,33.5,67.3,14.2,1.5,11.9,4.9,31.9,NA,NA,NA,NA,NA,NA
"123","Luxembourg",0.6,2.6,250,45.8,73910,48.1,77570,2.3,0.3,6.5,-12.6660271176394,5,3,0.251804786337303,8,6,80,0.8,0.9,0.4,99.7,96.6,100,9,1.3,16.6517790075172,10.3,13.2,17.4,40.9,0.9,97.4,150,"Europe",155,"Western Europe","LUX","Developed"
"124","Macao SAR, China",0.6,0,20778,49.7,78640,77.9,123290,-4.7,-6,7.28161235767227,82.0699352517078,2315.99402417029,12.9616071220622,14.9484420864166,60,-8.59568455254741,101,0.1,0.3,3.9,100,69.3279924773053,100,7.1,0.1,110.840756514831,-17.8628544631927,-76.2686444723478,2.7,111.096268245952,0.2,83.2,NA,NA,NA,NA,NA,NA
"125","Madagascar",27,587.3,45,14.1,520,44.7,1660,4.8,2.1,5.7,41.6,335,51,0.4,233,29,65,23.1,58.4,1,11.8465455530266,70.2637171072955,24.1,70.2,0,77.2,22.9,2,0.1,2.3,2.97533375239136,4.7,2,"Africa",202,"Sub-Saharan Africa","MDG","Developing"
"126","Malawi",18.6,118.5,192,7.2,380,20.1,1080,4.4,1.6,6.4,39,349,42,3.71,181,31,80,5.5,7.7,0,57.1095890069245,125.422791416479,12.7,83.6,1.48272849906352,66.7,23.1,-10.3,0.1,22.9,1.8,13.8,2,"Africa",202,"Sub-Saharan Africa","MWI","Developing"
"127","Malaysia",31.9,330.3,96,358,11200,916.2,28680,4.3,3,5.8,20.7,29,9,0.34,92,24,99,2.3,7.3,3.2,93.3,88.6,100,5.2,1.3,11.5021456683385,15.8,7.3,8.1,9,2.1,80.1,142,"Asia",35,"South-eastern Asia","MYS","Developing"
"128","Maldives",0.5,0.3,1719,5.1,9650,9.5,17880,5.2,2.2,8.3,25.8429821194549,53,8,0.0261339142489012,33,1,93,2.5,4.2,1.6,93.8162961042921,70.2227230247344,99.8,1,0.386241193548236,32.1,8,18.2299933895158,3,0.1,0.7,63.2,142,"Asia",34,"Southern Asia","MDV","Developing"
"129","Mali",19.7,1240.2,16,17.3,880,46.4,2360,5,1.9,8,26.9,562,94,-1.86548682234724,53,23,50,24.9,27.5,1.8,-7.3158310556739,18.7,43.1,61.5,0.3,56.3,38.5,-1.1,0.2,8.2,8.73815150124637,12.7,2,"Africa",202,"Sub-Saharan Africa","MLI","Developing"
"130","Malta",0.5,0.3,1514,13.7,27290,21,41690,4.4,0.6,8.5,15.5296867470702,6,7,0.403543994213632,14,6,104,0,0.1,1.6,100,93,100,5.4,0.7,33.3963062857977,13.8,29.6725339957418,5.4,6.4,0.9,81,150,"Europe",39,"Southern Europe","MLT","Developed"
"131","Marshall Islands",0.1,0.2,325,0.3,4860,0.3,5090,3.6,3,7.41875405957753,34.8,74.0389778868827,32,1.41493504131417,434,6,77,6.69720620030433,25.2225437901855,3.89502233802032,64.0823211003169,29.3833503481046,94.6,11.2,1.21588752472052,12.1267989581813,10.2,9.78054616197788,2.5,0.3,18.2238180748611,38.7,9,"Oceania",57,"Micronesia","MHL","Developing"
"132","Mauritania",4.5,1030.7,4,7.5,1660,24.2,5350,5.9,3.1,7.5,22.8,766,73,-1.62883105723082,93,25,76,6.4,14.1,-1.1,22.3082460386864,8.98036854613164,42.9,32.2,0,79.9,46.7,12.9,0.7,1.1,7.44486900555567,20.8,2,"Africa",202,"Sub-Saharan Africa","MRT","Developing"
"133","Mauritius",1.3,2,623,16.1,12740,33.4,26410,3.6,3.5,7.2,5.78599630449216,61,16,0.96,13,14,101,1.2,3.6,3.2,105.615640444981,93.1906125362235,97.4,11.5,0.4,31.1464244650725,14.3,3.9,3.3,0,1.7,55.4,2,"Africa",202,"Sub-Saharan Africa","MUS","Developing"
"134","Mexico",127.6,1964.4,65,1203.6,9430,2527,19810,-0.1,-1.2,5.4,10,33,14,-3.23214075781677,23,13,102,3.1,6.8,0.4,42.9,50.4,100,9.2,0.4,11.1,20.7,7.2,4,19.1,17,63.9,19,"Americas",419,"Latin America and the Caribbean","MEX","Developing"
"135","Micronesia, Fed. Sts.",0.1,0.7,161,0.4,3400,0.4,3640,0.2,-0.8,5.5,21.7556374496993,88,29,0.936096192946781,108,2,88,2.94560864940907,11.7778560883196,-1.16110560381234,60.6322931228001,35.7431408717243,80.1,1.2,1.73630815533292,29.173024557145,11.1,13.7732486655682,1.3,0,-1.88609699920887,35.3,NA,NA,NA,NA,NA,NA
"136","Middle East & North Africa",456.7,11370.6,40,3650.8,7994,7947.4,17402,1.8,0.1,3.39231406875539,14.3,57,22,0.08,31,18,91,3.3,15.1,1.4,77.8,34.7,97.7,1.6,0.9,22.2,55.8,11.8,6.3,5.7,3.4,56.9,NA,NA,NA,NA,NA,NA
"137","Moldova",2.7,33.9,94,10.6,3930,35.9,13280,3.5,5.3,10.2,6.4,19,14,0.45,86,10,89,2.2,6,6.2,72.9,76.8051661785284,100,14.3,0.3,63.5,16.4,7,1.7,4.2,4.6,76.1,NA,NA,NA,NA,NA,NA
"138","Monaco",0,0,19196,-1043.71421383519,76284.2576206151,-194.658818468276,125051.722430672,6.1,5.3,11.7454160137542,74.0542193672731,2120.81421940872,3,14.078391710681,0,0,91.7639013090386,11.6019474832276,23.8495656477181,10.7724583455393,100,100,100,5.07447912732017,0.559047423261452,120.444479625823,5.74264775737898,-50.5378796326717,12.2399074163175,99.5,0,97.1,150,"Europe",155,"Western Europe","MCO","Developed"
"139","Mongolia",3.2,1564.1,2,12.2,3780,36.7,11370,5.1,3.3,7.9,9.4,45,16,0.02,428,17,102,1.4,4.6,4.1,23.7,135.520429015092,93.8,3.4,0.2,42.7,38.2,-13.1,10.1,17.7,7.1,23.7,142,"Asia",30,"Eastern Asia","MNG","Developing"
"140","Montenegro",0.6,13.8,46,5.6,9010,14.4,23070,3.6,3.6,5.2,9.4,6,2,0.1,15,11,94,1.7,3.8,2.1,93.6,54.7151558561365,100,43,0.4,27.1,20.9,35.4434047259076,3.4,4.2,2.7,71.3,150,"Europe",39,"Southern Europe","MNE","Developed"
"141","Morocco",36.5,446.6,81,118.1,3190,284.4,7680,2.3,1,6.7,15.1,70,21,0.04,99,20,94,11.6,44.8,2.3,70.3,38.8,100,11.3,1.09825309499625,13.1,32.9,21,1.8,18.4,1.2,61.8,2,"Africa",15,"Northern Africa","MAR","Developing"
"142","Mozambique",30.4,786.4,38,14.5,480,39.5,1300,2.2,-0.7,4.2,42.3,289,74,8.94,551,30,52,13.5,28.1,0.4,61.121673275411,12.7960444923665,29.3,86.4,0.3,80.3,21.5,5,0.3,13.4,34.529232922164,20.8,2,"Africa",202,"Sub-Saharan Africa","MOZ","Developing"
"143","Myanmar",54,676.6,82,75.2,1390,278.8,5160,2.9,2.2,8.9,29.4,250,45,0.31,338,20,95,16.3,35.7,7,26.44282197014,17.0325915020696,69.8,61.5,0,41,36,20.2,0.3,4.6,2.2,23.6,142,"Asia",35,"South-eastern Asia","MMR","Developing"
"144","Namibia",2.5,824.3,3,12.6,5060,24.3,9750,-1.1,-3,2.8,22.7,195,42,5.34,524,30,94,3.7,5.4,-1.3,72.9780952307101,5.06290864282878,52.5,26.5,0.3,39.4,25.6,1.4,1.6,23.2,17.7,36.8,2,"Africa",202,"Sub-Saharan Africa","NAM","Developing"
"145","Nepal",28.6,147.2,196,31.1,1090,103,3600,7,5,8.3,36,186,31,0.05,151,16,120,18,59.5,2,27.2,11.9856690374881,92.4,85.3,0.184571983865236,54.3,98.1,35.8,0.3,23.6,2.3,21.4,142,"Asia",34,"Southern Asia","NPL","Developing"
"146","Netherlands",17.3,41.5,511,922.1,53200,1038.1,59890,1.8,1.2,8.8,-7.3483215132455,5,4,0.04,5,4,80.0777263420896,0.2,0.6,0.8,100,97.5,100,5.9,2,11.9805351522527,12,18.8,10,21.2,0.6,93.2,150,"Europe",155,"Western Europe","NLD","Developed"
"147","New Caledonia",0.3,18.6,16,-1230.83601797863,31987.003681382,-1823.64064010697,49900.4550354496,1.92345619677066,1.07400465597238,8.03050601405671,5.75815462153324,4.67659334625145,-3.70815861589173,3.91898170354073,15,8.54101431045455,116.621063316401,0.2,0.3,-0.779422530145541,96.7,98.49016591763,100,4.8,2.61472772695582,-10.0856821749077,36.1215996455976,-14.2748370308016,18.2,96,11.6114585762794,82,9,"Oceania",54,"Melanesia","NCL","Developing"
"148","New Zealand",4.9,267.7,18,209.8,42670,210,42710,2.2,0.6,9.28836402509461,3.42147814133916,9,5,0.06,7,8,100.99178752296,0.7,1,0.4,100,88.7,100,30.8,1.2,22.2490035594704,6,12.1,7.7,30.5,1,90.8,9,"Oceania",53,"Australia and New Zealand","NZL","Developed"
"149","Nicaragua",6.5,130.4,54,12.5,1910,35.9,5490,-3.9,-5.1,5.1,17.3,98,17,0.1,41,15,57.6441655763195,9.6,9.1,0,51.6,85.947917922664,86.8,48.2,0.1,45.5,17.7,15.5,0.8,15.5,8.4,27.9,19,"Americas",419,"Latin America and the Caribbean","NIC","Developing"
"150","Niger",23.3,1267,18,13.1,560,29.2,1250,5.8,1.9,7.8,48.5,509,80,0.09,87,26,62,25.9,44.5,1.9,-6.64787877438749,9.6,18.2,78.9,0.8078671123904,70.1,87.7,4.9,0.1,17.3,4.4,10.2,2,"Africa",202,"Sub-Saharan Africa","NER","Developing"
"151","Nigeria",201,923.8,215,407.9,2030,1039.6,5170,2.2,-0.4,7.1,36.8,917,117,0.78,219,21,69.1465152536564,8.1,20.6,-0.5,20.1,26.7,54.4,86.6,0.19473688820901,50.2,71.4,-0.1,0.7,11.6,34.5,7.5,2,"Africa",202,"Sub-Saharan Africa","NGA","Developing"
"152","North America",365.9,19820.5,20,23335.8,63778,23541.2,64339,2.3,1.7,-2.20606987071437,2.6,18,6,0.22,3,12,100,0.1,0.1,0.7,99,79.8,100,10.2,2.6,45.0626142545826,7.3,6,16.3,16.3,4.6,87.8,NA,NA,NA,NA,NA,NA
"153","North Macedonia",2.1,25.7,83,12.3,5910,35.6,17110,3.6,3.5,5.6,4.9,7,6,-0.433409519689701,13,6,93,3.5,10,-0.1,81,16.6,100,24.2,0.4,8.3,29.6,14.5,3.6,9.7,1.2,74.5,150,"Europe",39,"Southern Europe","MKD","Developed"
"154","Northern Mariana Islands",0.1,0.5,124,-5804.92066755699,9152.11417920663,-7236.04678884352,27293.1330648241,-19.6,-20.1,9.07575003071157,4.30146573415117,-15.20116792353,10.3371286286507,4.65714723250546,95,21.2205063368156,97.8945524877318,-14.0675577333535,-38.6222713367526,-10.5267796452898,90.2,58.7809807224465,100,0,0.0941715493564301,7.35809897137361,9.9,-45.4361355451146,15.2868683773581,33.2,6.82164718521893,88.9464314591756,9,"Oceania",57,"Micronesia","MNP","Developing"
"155","Norway",5.3,625.2,15,441.2,82500,372.3,69610,1.2,0.5,8.9,-20.0723240933722,2,2,0.153347566925632,4,3,99,0.1,0.2,0.9,98.3,76.3,100,57.8,1.9,0,7,17.5,9.3,5.1,0.5,96.4,150,"Europe",154,"Northern Europe","NOR","Developed"
"156","Oman",5,309.5,16,76.3,15330,142.2,28590,0.5,-2.4,7.54946384145601,11.4,19,11,0.07,6,16,100,0.2,0.2,-2.6,90.3,90.1894678363012,100,0,0.2,10.3197791737895,41.8,-15.5,15.2,1,0.4,80.2,142,"Asia",145,"Western Asia","OMN","Developing"
"157","Pakistan",216.6,796.1,275,331.6,1530,1129.1,5210,1,-1,8.9,37.6,140,67,0.2,265,14,71,12,51.4,3.6,35.3,63.5819041133688,70.8,46.5,0.2,45.5,58.6,5,0.9,9.8,4.8,17.1,142,"Asia",34,"Southern Asia","PAK","Developing"
"158","Palau",0,0.5,39,0.3,17280,0.3,19500,1.7,1.1,8.68749143667382,3.99239127391617,127.263461969727,17,3.30705950752066,109,5,77.9666347681768,16.3459172235362,24.1089700125341,2.96106067544885,56.337063543219,-2.91475579155122,100,0,1.13346533370426,2.8574885305209,21.8071136635411,-13.8562339908811,12.7,82.9,17,42.8858350560374,9,"Oceania",57,"Micronesia","PLW","Developing"
"159","Panama",4.2,75.4,56,63.5,14950,130,30600,3,1.3,3.6,9.88816585302037,52,15,-0.254243479891191,52,14,90,3.4,6.6,2,79.1904962275497,39.3502939390281,100,21.2,0.1,25.8,11.5,28.8,2.8,5.2,11.9,60,19,"Americas",419,"Latin America and the Caribbean","PAN","Developing"
"160","Papua New Guinea",8.8,462.8,19,24.4,2780,39.2,4470,5.6,3.6,5.1,42.9693270023275,145,45,0.61,432,14,77,22.7,49.4,-0.3,29.2843621345317,38.8116664279603,54.4,52.5,0,54.0648606899362,12.6,18.3352803874971,0.7,0.7,13.8261759720182,11.2,9,"Oceania",54,"Melanesia","PNG","Developing"
"161","Paraguay",7,406.8,18,38.8,5510,89.7,12730,0,-1.3,4.7,5.6,129,19,0.28,43,23,104.20272535173,5.1,11.2,1.2,63.9,58.5,99.3,61.7,0.1,17.6,11.6,9.1,0.9,14.3,9.2,61.1,19,"Americas",419,"Latin America and the Caribbean","PRY","Developing"
"162","Peru",32.5,1285.2,25,219.2,6740,414.7,12760,2.2,0.5,4.9,12.2,88,13,0.18,123,14,96,6.9,21.5,0.2,50.4,42.8,94.8,25.5,0.1,34.2,25.5,7.1,1.7,13.1,7.4,50.5,19,"Americas",419,"Latin America and the Caribbean","PER","Developing"
"163","Philippines",108.1,300,358,415.8,3850,1102.8,10200,6,4.6,5.7,30.3,121,27,0.27,554,12,115,4.1,8.9,5.7,46.7,51.6,93,27.5,0.2,38.3,18.2,23.3,1,3.1,9.4,60.1,142,"Asia",35,"South-eastern Asia","PHL","Developing"
"164","Poland",38,312.7,124,577.3,15200,1242.1,32710,4.1,4.2,8.3,2.6,2,4,-1.15120081577442,16,10,94,1.6,3.4,2.9,99.2,93.3,100,11.9,1,0,21,10.8,7.5,38.1,0.8,76,150,"Europe",151,"Eastern Europe","POL","Developed"
"165","Portugal",10.3,92.2,112,237,23080,365.6,35600,2.2,2.3,7.4,2.00857678211533,8,4,0.0022338972846625,24,7,100,0.4,0.4,0.3,95.3,84.7,100,27.2,1.2,3.6,8.1,4.7,4.3,16.9,1,73.8,150,"Europe",39,"Southern Europe","PRT","Developed"
"166","Puerto Rico",3.2,8.9,360,70.2,21970,77.4,24240,1.2,1.2,5.16058401471069,-4.87042564659966,21,3.99869040423702,0.55243424745325,1,8.19786591430494,70,0.1,0.3,-1.3,94.1,32.5,100,1.8,0.4,16.2156046701516,8.3,-3.35046298910989,3.0837063854309,2,18.2,68.7,19,"Americas",419,"Latin America and the Caribbean","PRI","Developing"
"167","Qatar",2.8,11.6,240,179.6,63410,266.7,94170,-0.2,-2,9.37802112707934,5.61493218488259,9,7,1.01166886824714,31,9,96,0,0,-0.5,96.2,96,100,0,0.5,19.6747557510298,88.2,26.9,43.5,4.7,0.4,97.4,142,"Asia",145,"Western Asia","QAT","Developing"
"168","Romania",19.4,238.4,85,244.5,12630,616.6,31860,4.1,4.7,5.3,5.00448327811045,19,7,0.08,68,10,85,4.5,12.4,4.6,81.9,76.5,100,23.7,0.5,14.4,14.5,2.8,3.5,24.3,1.7,63.7,150,"Europe",151,"Eastern Europe","ROU","Developed"
"169","Russian Federation",144.4,17098.3,9,1651.6,11260,4147.4,28270,1.3,1.4,7.1,2.4260189938753,17,6,-1.95957586938477,54,18,102,0.4,0.4,1.8,76,61.3,100,3.3,1.1,14.2485663739996,16.2,7.7,12.1,7.6,11.5,76,150,"Europe",151,"Eastern Europe","RUS","Developed"
"170","Rwanda",12.6,26.3,499,10.4,820,28.3,2240,9.4,6.6,6,36.9,248,34,0.76,59,30,87,13.9,42.8,3.1,48.6735896280772,109.478462106859,34.1,86.7,0.7,53.2,42.8,-3.3,0.1,9.1,2.6,21.8,2,"Africa",202,"Sub-Saharan Africa","RWA","Developing"
"171","Samoa",0.2,2.8,69,0.8,4180,1.3,6490,3.5,3,6.8,4.9,43,15,-1.91575852139412,6,11,105,4.6,5.3,1.8,58.8,48.5,96.8,34.3,-0.703970974399288,38.9193697951572,11.4,5.11491700790246,1.1,0.2,3.1,33.6,9,"Oceania",61,"Polynesia","WSM","Developing"
"172","San Marino",0,0.1,563,-82.59018662684,27985.5333577334,224.088902603336,38988.2074639588,1.2,0.8,4.98841379495185,14.2425314776721,-7.54648409323946,2,1.32905324550391,0,0,107,-3.80179884960442,-9.69418352074054,-2.42890468545503,100,77.2,100,24.3304032555241,1.08612807594426,4.79425942729072,22.3992766240609,-13.8120065828956,8.14996546408221,50.8546471639373,22.9089144957188,60.2,150,"Europe",39,"Southern Europe","SMR","Developed"
"173","Sao Tome and Principe",0.2,1,220,0.4,1960,0.9,4090,2.4,0.5,3.9,17.2,130,30,2.27377343530298,124,28,84,3,7.3,1.4,50.2278800288094,15.8826519459409,69.7,41.1,-0.865135516684972,86.6,28.7,15.5432967963072,0.6,0.2,36.5441730113276,29.9,2,"Africa",202,"Sub-Saharan Africa","STP","Developing"
"174","Saudi Arabia",34.3,2149.7,16,782.9,22850,1692.9,49400,0.3,-1.3,6.2959356479821,2.73397203470899,17,7,1.19792902769235,10,29,97,0,0,-0.8,101.584539701239,77.8,99.9,0,0.8,18,84.5,15.1,19.4,4.5,1.5,94.2,142,"Asia",145,"Western Asia","SAU","Developing"
"175","Senegal",16.3,196.7,82,23.6,1450,56.1,3440,5.3,2.4,6.1,18.8,315,45,0.14,118,23,61,19.8,27.1,3.4,20.8491733779114,21.5,61.7,42.7,0.6,38.8,38.7,12.3,0.7,14.6,0.3,29.6,2,"Africa",202,"Sub-Saharan Africa","SEN","Developing"
"176","Serbia",6.9,88.4,80,48.8,7020,124.8,17960,4.2,4.8,5.2,6,12,5,0.05,17,7,99,2.9,8.9,-0.3,74.7,24.7,100,21.2,0.8,3.6,24.8,-0.7,5.2,6.6,1.2,70.3,150,"Europe",39,"Southern Europe","SRB","Developed"
"177","Seychelles",0.1,0.5,210,1.6,16870,2.9,29300,4.7,3.8,5.4,7.9,53,14,-0.36596943974001,18,16,102,-2.79941409686023,-10.7821075518125,1.34182375420401,94.4434364500409,86.6094668070753,100,1.4,0.2,34.1746501664205,20.4,-3.87452046067159,5.3,0.1,7.4,58.8,2,"Africa",202,"Sub-Saharan Africa","SYC","Developing"
"178","Sierra Leone",7.8,72.3,106,3.9,500,13,1670,5.5,3.3,7.9,29.5,1120,109,0.92,298,27,82,6.4,6.3,1.9,9.9,13.3,23.4,77.7,0.00379743401643873,75.6,21.3,-12.9,0.2,3.3,1.7,13.2,2,"Africa",202,"Sub-Saharan Africa","SLE","Developing"
"179","Singapore",5.7,0.7,7953,339.9,59590,524.8,92020,0.7,-0.4,4.45990302720519,62.7684339960518,8,3,0.04,47,3,100,0.3,0.5,3.3,100,100,100,0.7,2.2,23.5598950544729,18.8,36.2,10.4,2.5,0.3,84.5,142,"Asia",35,"South-eastern Asia","SGP","Developing"
"180","Sint Maarten (Dutch part)",0,0,1193,825.591327332071,22422.09536307,1.3,31340,-8.4,-9.8,7.69736688261795,21.9373277304,8.95077770329149,14.3049793651812,3.12104665904957,19,8.9324099052849,83.7471859782069,1.88474377383369,-5.39438826178661,-3.99263350253368,79.3123691999435,12.3714931916683,100,0,1.10584521631963,22.6992049514735,19.8408815429153,16.4783086359844,19.5,8.1,18.3898362599966,75.1700616253603,19,"Americas",419,"Latin America and the Caribbean","SXM","Developing"
"181","Slovak Republic",5.5,49,113,105.3,19320,183.7,33680,2.4,2.3,8.7,-1.1012745846427,5,6,0.807165893980415,6,6,92,0.1,0.1,1,99.8,82.5,100,13.4,1.2,12.5328557893212,17.4,4.5,5.7,37.6,0.8,81.6,NA,NA,NA,NA,NA,NA
"182","Slovenia",2.1,20.7,103,53.8,25750,83.7,40070,2.4,1.8,10,6.50022015004402,7,2,1.63577139674726,5,6,97,2.1,3.4,1.7,98.1,83,100,20.9,2.2,3.7,15.9,10.8,6.1,55.1,1,78.9,150,"Europe",39,"Southern Europe","SVN","Developed"
"183","Solomon Islands",0.7,28.9,23,1.4,2050,1.6,2350,2.7,0.1,7,31.7,104,20,-0.531543430366042,74,17,87,43.5,65.3,0.8,-15.2575002651681,-30.6439470033381,62.9,63.3,-0.00878409869638763,38.3675645594991,11.8,31.3786048527515,0.3,0.2,10.8615540814908,11.9,9,"Oceania",54,"Melanesia","SLB","Developing"
"184","Somalia",15.4,637.7,24,499.640824790696,-7886.69736314313,186.406488207563,-17096.6028094087,9.45679289410898,5.01643083098618,8.89524144088823,41.7686554964072,829,117,0.04,262,27,58.0659942497241,35,51.5,4.24030243334507,-26.0933518808454,-54.313840968996,33.4,94.3,-0.339777441754545,73.6,31.8,29.4545995111704,0,0.8,28.4227675132461,2,2,"Africa",202,"Sub-Saharan Africa","SOM","Developing"
"185","South Africa",58.6,1219.1,48,353.5,6040,739.7,12630,0.2,-1.2,2.4,27.4,119,35,6.9,520,26,90,0.3,0.8,-0.2,94.6626013911807,12.2450012861745,84.4,17.2,0.8,23,25.1,1,8.9,10.3,33.8,56.2,2,"Africa",202,"Sub-Saharan Africa","ZAF","Developing"
"186","South Asia",1835.8,5135.3,380,3705.7,2019,11979.8,6526,4.8,3.6,17.0827769572787,33.2,163,40,4.02197322532598,206,21,90,8.2,34.3,5.3,42.100583470794,41.002246710527,89.8,38.3,0.6,30.5,82,18.4,1.5,5,3.6,29.5,NA,NA,NA,NA,NA,NA
"187","South Sudan",11.1,3601.24490125041,4892.68011631075,3236.56727990993,1257.11503709364,4486.39876132342,5164.6108775992,4.26105514777214,1.39369347937843,3.9,66.7753849428502,1150,96,2.53,146,30,50.7733500808693,20.9,58.4,1.60664011532099,13.4297476828771,54.5246907551239,25.1,39.1,1.62306091522632,95.6,44.8,-9.2,0.1,15.5,13.9,8,2,"Africa",202,"Sub-Saharan Africa","SSD","Developing"
"188","Spain",47.1,505.9,94,1430.8,30390,1991.3,42300,2,1.4,6.2,-4.97770064941785,4,3,0.12,9,4,99,0.3,0.4,0,98.4,96.6,100,16.3,1.2,7.8,9.7,10,5,15,0.6,84.6,150,"Europe",39,"Southern Europe","ESP","Developed"
"189","Sri Lanka",21.8,65.6,346,87.7,4020,288.4,13230,2.3,1.7,7,17.3,36,7,0.01,64,15,102,2.7,18.1,2.6,72.1384524723773,73.3022814247403,97.5,52.9,0.1,39.8281572494695,14,23.4,0.9,3.4,2.3,34.1,142,"Asia",34,"Southern Asia","LKA","Developing"
"190","St. Kitts and Nevis",0.1,0.3,202,1,19030,1.4,25920,2.5,1.8,3.94258278739939,8.752717544243,116.882000763933,15,1.53834439388491,0,22.561179346029,98,0.802375866343034,-4.09331143597578,4.46288817652992,65.9968324322233,32.705661711215,100,1.6,1.65282839363265,30.3961650167594,-9.20368770417898,19.4879976105466,4.5,0.3,36.1,80.7,NA,NA,NA,NA,NA,NA
"191","St. Lucia",0.2,0.6,298,2,11020,2.8,15140,1.7,1.2,3.1,2.5,117,22,1.28964258484414,3,35,95,0.6,1.7,0.7,95.3270480122996,71.225224640737,98.8,2.1,1.0731761573857,11.9,22.4,-17.3263849379437,2.3,0.9,15.6,50.8,NA,NA,NA,NA,NA,NA
